,tx_hash,index,token_contract_address,type,raw_amount,dollar_value,token_name,token_dollar_value,raw_amount_diff,dollar_diff
610,0xe24459eed0cdcf16f873cc39eb486613facefa651266654db79f466c482e6c5d,0,0x8c282c35b5e1088bb208991c151182a782637699,Transfer,1.745401743991224e+22,9713.387807483005,Monai,0.5565130114555359,,
611,0xe24459eed0cdcf16f873cc39eb486613facefa651266654db79f466c482e6c5d,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,4.7523237783380745,17548.336108690903,WETH,3692.580078125,,
612,0xe24459eed0cdcf16f873cc39eb486613facefa651266654db79f466c482e6c5d,0,None,Transfer,4.752323778338075e+18,17559.931500253577,Ethereum,3695.02001953125,,
619,0xe2d9647da2db921969932a9050387703e6b317f619066afc70b425f1997acba8,2,0x9fdfb933ee990955d3219d4f892fd1f786b47c9b,Transfer,2.26343915429573e+22,2145.1970272867525,Meme Kombat,0.09477599710226059,-1.1316921889715755e+20,-10.725725562262141
620,0xe2d9647da2db921969932a9050387703e6b317f619066afc70b425f1997acba8,2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,3.0,11077.740234375,WETH,3692.580078125,0.0,0.0
621,0xe2d9647da2db921969932a9050387703e6b317f619066afc70b425f1997acba8,2,None,Transfer,3e+18,11085.06005859375,Ethereum,3695.02001953125,0.0,0.0
616,0xe2d9647da2db921969932a9050387703e6b317f619066afc70b425f1997acba8,0,0x9fdfb933ee990955d3219d4f892fd1f786b47c9b,Transfer,2.2747560761854456e+22,2155.9227528490146,Meme Kombat,0.09477599710226059,,
617,0xe2d9647da2db921969932a9050387703e6b317f619066afc70b425f1997acba8,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,3.0,11077.740234375,WETH,3692.580078125,,
618,0xe2d9647da2db921969932a9050387703e6b317f619066afc70b425f1997acba8,0,None,Transfer,3e+18,11085.06005859375,Ethereum,3695.02001953125,,
625,0xe492c642730f7b6eae1b7c1559ee24449524361b3f8745fba2c3495a26ca2fc0,1,0x8c282c35b5e1088bb208991c151182a782637699,Transfer,1.5278965594820677e+22,8502.943155099178,Monai,0.5565130114555359,-7.639426234886547e+19,-42.514400997692064
626,0xe492c642730f7b6eae1b7c1559ee24449524361b3f8745fba2c3495a26ca2fc0,1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,4.2,15508.836328125,WETH,3692.580078125,0.0,0.0
627,0xe492c642730f7b6eae1b7c1559ee24449524361b3f8745fba2c3495a26ca2fc0,1,None,Transfer,4.2e+18,15519.08408203125,Ethereum,3695.02001953125,0.0,0.0
622,0xe492c642730f7b6eae1b7c1559ee24449524361b3f8745fba2c3495a26ca2fc0,0,0x8c282c35b5e1088bb208991c151182a782637699,Transfer,1.5355359857169542e+22,8545.45755609687,Monai,0.5565130114555359,,
623,0xe492c642730f7b6eae1b7c1559ee24449524361b3f8745fba2c3495a26ca2fc0,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,4.2,15508.836328125,WETH,3692.580078125,,
624,0xe492c642730f7b6eae1b7c1559ee24449524361b3f8745fba2c3495a26ca2fc0,0,None,Transfer,4.2e+18,15519.08408203125,Ethereum,3695.02001953125,,
631,0xe590f6b37857d8ef5a6b248df45b2cd62023bd6641543440ed3ee20cb237b8ad,4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,7.884084605193625,29112.613747389983,WETH,3692.580078125,-0.13826560376728203,-510.55681396099317
632,0xe590f6b37857d8ef5a6b248df45b2cd62023bd6641543440ed3ee20cb237b8ad,4,0xe3944ab788a60ca266f1eec3c26925b95f6370ad,Transfer,1.0260680347570259e+24,14329.439955161282,Precipitate.ai,0.01396538969129324,0.0,0.0
633,0xe590f6b37857d8ef5a6b248df45b2cd62023bd6641543440ed3ee20cb237b8ad,4,None,Transfer,7.884084605193625e+18,29131.850451868573,Ethereum,3695.02001953125,-1.3826560376728269e+17,-510.8941739326874
628,0xe590f6b37857d8ef5a6b248df45b2cd62023bd6641543440ed3ee20cb237b8ad,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,8.022350208960907,29623.170561350977,WETH,3692.580078125,,
629,0xe590f6b37857d8ef5a6b248df45b2cd62023bd6641543440ed3ee20cb237b8ad,0,0xe3944ab788a60ca266f1eec3c26925b95f6370ad,Transfer,1.0260680347570259e+24,14329.439955161282,Precipitate.ai,0.01396538969129324,,
630,0xe590f6b37857d8ef5a6b248df45b2cd62023bd6641543440ed3ee20cb237b8ad,0,None,Transfer,8.022350208960907e+18,29642.74462580126,Ethereum,3695.02001953125,,
637,0xe5c846cd2da1f04cca6b7fb48d4270ba85bbdc4857ab1213f63761320be8330e,4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,5.0,18462.900390625,WETH,3692.580078125,0.0,0.0
638,0xe5c846cd2da1f04cca6b7fb48d4270ba85bbdc4857ab1213f63761320be8330e,4,0xf017d3690346eb8234b85f74cee5e15821fee1f4,Transfer,2.7001362142853447e+27,11394.574654309443,GEKKO,0.000004219999937049579,-2.727408753828087e+25,-115.0966476946287
639,0xe5c846cd2da1f04cca6b7fb48d4270ba85bbdc4857ab1213f63761320be8330e,4,None,Transfer,5e+18,18475.10009765625,Ethereum,3695.02001953125,0.0,0.0
634,0xe5c846cd2da1f04cca6b7fb48d4270ba85bbdc4857ab1213f63761320be8330e,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,5.0,18462.900390625,WETH,3692.580078125,,
635,0xe5c846cd2da1f04cca6b7fb48d4270ba85bbdc4857ab1213f63761320be8330e,0,0xf017d3690346eb8234b85f74cee5e15821fee1f4,Transfer,2.7274103018236255e+27,11509.671302004072,GEKKO,0.000004219999937049579,,
636,0xe5c846cd2da1f04cca6b7fb48d4270ba85bbdc4857ab1213f63761320be8330e,0,None,Transfer,5e+18,18475.10009765625,Ethereum,3695.02001953125,,
643,0xe67bee5dc9d2d5978fb644f0e6a90d99cf09543b10e4ba3ce89082fac83d6750,1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,8.0,29540.640625,WETH,3692.580078125,0.0,0.0
644,0xe67bee5dc9d2d5978fb644f0e6a90d99cf09543b10e4ba3ce89082fac83d6750,1,0xf017d3690346eb8234b85f74cee5e15821fee1f4,Transfer,4.1556246641048026e+27,17536.735820923943,GEKKO,0.000004219999937049579,-4.1556226339086575e+26,-1753.6727253496356
645,0xe67bee5dc9d2d5978fb644f0e6a90d99cf09543b10e4ba3ce89082fac83d6750,1,None,Transfer,8e+18,29560.16015625,Ethereum,3695.02001953125,0.0,0.0
640,0xe67bee5dc9d2d5978fb644f0e6a90d99cf09543b10e4ba3ce89082fac83d6750,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,8.0,29540.640625,WETH,3692.580078125,,
641,0xe67bee5dc9d2d5978fb644f0e6a90d99cf09543b10e4ba3ce89082fac83d6750,0,0xf017d3690346eb8234b85f74cee5e15821fee1f4,Transfer,4.5711869274956683e+27,19290.40854627358,GEKKO,0.000004219999937049579,,
642,0xe67bee5dc9d2d5978fb644f0e6a90d99cf09543b10e4ba3ce89082fac83d6750,0,None,Transfer,8e+18,29560.16015625,Ethereum,3695.02001953125,,
649,0xea3aba262ec456410ebb86f4c74887a4400a0902373e774edb83fb833ca294b4,2,0x3635fbbabc7c4fb3f84d4317351a357cbdb16bfe,Transfer,5648185383793647.0,6.537639661616153e-14,None,None,-2823492477278595.0,-184.58976403731387
650,0xea3aba262ec456410ebb86f4c74887a4400a0902373e774edb83fb833ca294b4,2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,0.1,369.2580078125,WETH,3692.580078125,0.0,0.0
651,0xea3aba262ec456410ebb86f4c74887a4400a0902373e774edb83fb833ca294b4,2,None,Transfer,1e+17,369.502001953125,Ethereum,3695.02001953125,0.0,0.0
646,0xea3aba262ec456410ebb86f4c74887a4400a0902373e774edb83fb833ca294b4,0,0x3635fbbabc7c4fb3f84d4317351a357cbdb16bfe,Transfer,8471677861072242.0,4.358735233657289e-14,None,None,,
647,0xea3aba262ec456410ebb86f4c74887a4400a0902373e774edb83fb833ca294b4,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,0.1,369.2580078125,WETH,3692.580078125,,
648,0xea3aba262ec456410ebb86f4c74887a4400a0902373e774edb83fb833ca294b4,0,None,Transfer,1e+17,369.502001953125,Ethereum,3695.02001953125,,
655,0xeb671c7097b1e13386b0763a1d56d6c1867e0b0e80f13bf0e56be340e2b6945b,4,0xaaee1a9723aadb7afa2810263653a34ba2c21c7a,Transfer,0.0,0.0,Mog Coin,0.0000006283260063355556,0.0,0.0
656,0xeb671c7097b1e13386b0763a1d56d6c1867e0b0e80f13bf0e56be340e2b6945b,4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,5.171185165600949,19095.015322793595,WETH,3692.580078125,-0.1551355250418105,-572.8503491788506
657,0xeb671c7097b1e13386b0763a1d56d6c1867e0b0e80f13bf0e56be340e2b6945b,4,None,Transfer,5.171185165600949e+18,19107.63271159853,Ethereum,3695.02001953125,-1.5513552504181043e+17,-573.2288707699809
652,0xeb671c7097b1e13386b0763a1d56d6c1867e0b0e80f13bf0e56be340e2b6945b,0,0xaaee1a9723aadb7afa2810263653a34ba2c21c7a,Transfer,0.0,0.0,Mog Coin,0.0000006283260063355556,,
653,0xeb671c7097b1e13386b0763a1d56d6c1867e0b0e80f13bf0e56be340e2b6945b,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,5.32632069064276,19667.865671972446,WETH,3692.580078125,,
654,0xeb671c7097b1e13386b0763a1d56d6c1867e0b0e80f13bf0e56be340e2b6945b,0,None,Transfer,5.32632069064276e+18,19680.86158236851,Ethereum,3695.02001953125,,
660,0xecc1fc9f289eaf9c92f5aa08dabfc63c9939bc70b7a74b2e9c71ab239fd79986,1,0x6123b0049f904d730db3c36a31167d9d4121fa6b,Transfer,2.6750116701e+22,45475.19966724496,Ribbon Finance,1.7000000476837158,0.0,0.0
661,0xecc1fc9f289eaf9c92f5aa08dabfc63c9939bc70b7a74b2e9c71ab239fd79986,1,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,Transfer,29634333900.0,29622.716655871995,USDC,0.9996079802513123,-132772387.0,-132.7203376022153
658,0xecc1fc9f289eaf9c92f5aa08dabfc63c9939bc70b7a74b2e9c71ab239fd79986,0,0x6123b0049f904d730db3c36a31167d9d4121fa6b,Transfer,2.6750116701e+22,45475.19966724496,Ribbon Finance,1.7000000476837158,,
659,0xecc1fc9f289eaf9c92f5aa08dabfc63c9939bc70b7a74b2e9c71ab239fd79986,0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,Transfer,29767106287.0,29755.43699347421,USDC,0.9996079802513123,,
665,0xed160469f33d7b1989a0c0de9303c0200b330a6633069ab61fbdb532940d8179,2,0xb90b2a35c65dbc466b04240097ca756ad2005295,Transfer,9.591081156962746e+27,15633.462693434249,BOBO Coin,0.000001630000042496249,-2.1100365811472508e+27,-3439.3597169386594
666,0xed160469f33d7b1989a0c0de9303c0200b330a6633069ab61fbdb532940d8179,2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,1.66,6129.6829296875,WETH,3692.580078125,0.0,0.0
667,0xed160469f33d7b1989a0c0de9303c0200b330a6633069ab61fbdb532940d8179,2,None,Transfer,1.66e+18,6133.733232421875,Ethereum,3695.02001953125,0.0,0.0
662,0xed160469f33d7b1989a0c0de9303c0200b330a6633069ab61fbdb532940d8179,0,0xb90b2a35c65dbc466b04240097ca756ad2005295,Transfer,1.1701117738109997e+28,19072.822410372908,BOBO Coin,0.000001630000042496249,,
663,0xed160469f33d7b1989a0c0de9303c0200b330a6633069ab61fbdb532940d8179,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,1.66,6129.6829296875,WETH,3692.580078125,,
664,0xed160469f33d7b1989a0c0de9303c0200b330a6633069ab61fbdb532940d8179,0,None,Transfer,1.66e+18,6133.733232421875,Ethereum,3695.02001953125,,
671,0xee2202ea6cfc7da6a98f80679f7621c3ca10a7c1314a11213f4239a7d02c5a8d,1,0x0590cc9232ebf68d81f6707a119898219342ecb9,Transfer,719403621977190.0,1411.1101456986162,BananaCat,0.0019614999182522297,-21581870679816.0,-42.33283757418917
672,0xee2202ea6cfc7da6a98f80679f7621c3ca10a7c1314a11213f4239a7d02c5a8d,1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,1.0,3692.580078125,WETH,3692.580078125,0.0,0.0
673,0xee2202ea6cfc7da6a98f80679f7621c3ca10a7c1314a11213f4239a7d02c5a8d,1,None,Transfer,1e+18,3695.02001953125,Ethereum,3695.02001953125,0.0,0.0
668,0xee2202ea6cfc7da6a98f80679f7621c3ca10a7c1314a11213f4239a7d02c5a8d,0,0x0590cc9232ebf68d81f6707a119898219342ecb9,Transfer,740985492657006.0,1453.4429832728053,BananaCat,0.0019614999182522297,,
669,0xee2202ea6cfc7da6a98f80679f7621c3ca10a7c1314a11213f4239a7d02c5a8d,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,1.0,3692.580078125,WETH,3692.580078125,,
670,0xee2202ea6cfc7da6a98f80679f7621c3ca10a7c1314a11213f4239a7d02c5a8d,0,None,Transfer,1e+18,3695.02001953125,Ethereum,3695.02001953125,,
677,0xee51506e07ace44eaad85041210d025ac46241526d2d22ef07af4e01a6847ba8,4,0x15ee3f09712f4715904e1923c1ad504a673e88ac,Transfer,7.783685049337146e+24,3.007094527440536e-22,None,None,-1.2843069022051609e+23,-38.62032257175247
678,0xee51506e07ace44eaad85041210d025ac46241526d2d22ef07af4e01a6847ba8,4,0x8ee325ae3e54e83956ef2d5952d3c8bc1fa6ec27,Transfer,0.0,0.0,Fable Of The Dragon,0.12270499765872955,0.0,0.0
679,0xee51506e07ace44eaad85041210d025ac46241526d2d22ef07af4e01a6847ba8,4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,0.6338732328065739,2340.6276715182453,WETH,3692.580078125,0.0,0.0
674,0xee51506e07ace44eaad85041210d025ac46241526d2d22ef07af4e01a6847ba8,0,0x15ee3f09712f4715904e1923c1ad504a673e88ac,Transfer,7.912115739557662e+24,2.958282902531329e-22,None,None,,
675,0xee51506e07ace44eaad85041210d025ac46241526d2d22ef07af4e01a6847ba8,0,0x8ee325ae3e54e83956ef2d5952d3c8bc1fa6ec27,Transfer,0.0,0.0,Fable Of The Dragon,0.12270499765872955,,
676,0xee51506e07ace44eaad85041210d025ac46241526d2d22ef07af4e01a6847ba8,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,0.6338732328065739,2340.6276715182453,WETH,3692.580078125,,
683,0xeed7ab57abc5fa7fa1c19a023b1a6ac81bc84f9aee25e83a39b4548a40ad27d1,1,0x68b21273d95b73a8f90b0eb365814f21af837524,Transfer,3.970511135199857e+16,2.325002973413858e-14,None,None,-1.9454298586338744e+16,-452.31302058918595
684,0xeed7ab57abc5fa7fa1c19a023b1a6ac81bc84f9aee25e83a39b4548a40ad27d1,1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,0.25,923.14501953125,WETH,3692.580078125,0.0,0.0
685,0xeed7ab57abc5fa7fa1c19a023b1a6ac81bc84f9aee25e83a39b4548a40ad27d1,1,None,Transfer,2.5e+17,923.7550048828125,Ethereum,3695.02001953125,0.0,0.0
680,0xeed7ab57abc5fa7fa1c19a023b1a6ac81bc84f9aee25e83a39b4548a40ad27d1,0,0x68b21273d95b73a8f90b0eb365814f21af837524,Transfer,5.915940993833731e+16,1.5604364892980795e-14,None,None,,
681,0xeed7ab57abc5fa7fa1c19a023b1a6ac81bc84f9aee25e83a39b4548a40ad27d1,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,0.25,923.14501953125,WETH,3692.580078125,,
682,0xeed7ab57abc5fa7fa1c19a023b1a6ac81bc84f9aee25e83a39b4548a40ad27d1,0,None,Transfer,2.5e+17,923.7550048828125,Ethereum,3695.02001953125,,
689,0xf04799625e207b3da3bd1cb8adaef12b3feb4220cdae363728e6f7e842e4295f,1,0x7039cd6d7966672f194e8139074c3d5c4e6dcf65,Transfer,5569947638697.0,26.618778847699474,Super Trump,0.004778999835252762,0.0,0.0
690,0xf04799625e207b3da3bd1cb8adaef12b3feb4220cdae363728e6f7e842e4295f,1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,2.245344777693969,8291.115394634757,WETH,3692.580078125,-0.04390204463493674,-162.11181540792313
691,0xf04799625e207b3da3bd1cb8adaef12b3feb4220cdae363728e6f7e842e4295f,1,None,Transfer,2.2453447776939692e+18,8296.59390432916,Ethereum,3695.02001953125,-4.390204463493658e+16,-162.21893382444614
686,0xf04799625e207b3da3bd1cb8adaef12b3feb4220cdae363728e6f7e842e4295f,0,0x7039cd6d7966672f194e8139074c3d5c4e6dcf65,Transfer,5569947638697.0,26.618778847699474,Super Trump,0.004778999835252762,,
687,0xf04799625e207b3da3bd1cb8adaef12b3feb4220cdae363728e6f7e842e4295f,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,2.2892468223289058,8453.22721004268,WETH,3692.580078125,,
688,0xf04799625e207b3da3bd1cb8adaef12b3feb4220cdae363728e6f7e842e4295f,0,None,Transfer,2.2892468223289057e+18,8458.812838153606,Ethereum,3695.02001953125,,
695,0xf608e9543dd4951df24b8925e7b839a3a48e0dab91c257daad8ae3897883bb97,2,0x6123b0049f904d730db3c36a31167d9d4121fa6b,Transfer,7.982893554028127e+22,135709.19422501844,Ribbon Finance,1.7000000476837158,-2.4218400744952006e+21,-4117.128242124163
696,0xf608e9543dd4951df24b8925e7b839a3a48e0dab91c257daad8ae3897883bb97,2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,Transfer,95386500000.0,95349.1066082418,USDC,0.9996079802513123,0.0,0.0
697,0xf608e9543dd4951df24b8925e7b839a3a48e0dab91c257daad8ae3897883bb97,2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,2.763430604789583,10204.188798526933,WETH,3692.580078125,0.0,0.0
692,0xf608e9543dd4951df24b8925e7b839a3a48e0dab91c257daad8ae3897883bb97,0,0x6123b0049f904d730db3c36a31167d9d4121fa6b,Transfer,8.225077561477647e+22,139826.3224671426,Ribbon Finance,1.7000000476837158,,
693,0xf608e9543dd4951df24b8925e7b839a3a48e0dab91c257daad8ae3897883bb97,0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,Transfer,95386500000.0,95349.1066082418,USDC,0.9996079802513123,,
694,0xf608e9543dd4951df24b8925e7b839a3a48e0dab91c257daad8ae3897883bb97,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,2.763430604789583,10204.188798526933,WETH,3692.580078125,,
701,0xf7681b8cc9849d0171bf84cc1af3cc9dce68de21792bc6626076511c7d9a9943,5,0xaa95f26e30001251fb905d264aa7b00ee9df6c18,Transfer,1.1e+27,6830.999791418435,Kendu Inu,0.0000062099998103803955,0.0,0.0
702,0xf7681b8cc9849d0171bf84cc1af3cc9dce68de21792bc6626076511c7d9a9943,5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,1.2510201940767314,4619.49224597981,WETH,3692.580078125,-0.06464027351646306,-238.68938623144186
703,0xf7681b8cc9849d0171bf84cc1af3cc9dce68de21792bc6626076511c7d9a9943,5,None,Transfer,1.2510201940767314e+18,4622.544661951392,Ethereum,3695.02001953125,-6.46402735164631e+16,-238.8471047113062
698,0xf7681b8cc9849d0171bf84cc1af3cc9dce68de21792bc6626076511c7d9a9943,0,0xaa95f26e30001251fb905d264aa7b00ee9df6c18,Transfer,1.1e+27,6830.999791418435,Kendu Inu,0.0000062099998103803955,,
699,0xf7681b8cc9849d0171bf84cc1af3cc9dce68de21792bc6626076511c7d9a9943,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,1.3156604675931944,4858.181632211252,WETH,3692.580078125,,
700,0xf7681b8cc9849d0171bf84cc1af3cc9dce68de21792bc6626076511c7d9a9943,0,None,Transfer,1.3156604675931945e+18,4861.3917666626985,Ethereum,3695.02001953125,,
708,0xfbab2abde357bed89e9a2aa1fb5f3e2919617849d06114adca368fc539d2192a,2,0x6123b0049f904d730db3c36a31167d9d4121fa6b,Transfer,6.042319991803794e+22,102719.4427418672,Ribbon Finance,1.7000000476837158,0.0,0.0
709,0xfbab2abde357bed89e9a2aa1fb5f3e2919617849d06114adca368fc539d2192a,2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,Transfer,70264248464.0,70236.70349097541,USDC,0.9996079802513123,-281538181.0,-281.42781247303355
710,0xfbab2abde357bed89e9a2aa1fb5f3e2919617849d06114adca368fc539d2192a,2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,18.126779195969664,66934.58373960828,WETH,3692.580078125,-0.0726147886086288,-268.1359217934951
711,0xfbab2abde357bed89e9a2aa1fb5f3e2919617849d06114adca368fc539d2192a,2,None,Transfer,1.8126779195969663e+19,66978.81201873047,Ethereum,3695.02001953125,-7.261478860863078e+16,-268.3130976229295
704,0xfbab2abde357bed89e9a2aa1fb5f3e2919617849d06114adca368fc539d2192a,0,0x6123b0049f904d730db3c36a31167d9d4121fa6b,Transfer,6.042319991803794e+22,102719.4427418672,Ribbon Finance,1.7000000476837158,,
705,0xfbab2abde357bed89e9a2aa1fb5f3e2919617849d06114adca368fc539d2192a,0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,Transfer,70545786645.0,70518.13130344845,USDC,0.9996079802513123,,
706,0xfbab2abde357bed89e9a2aa1fb5f3e2919617849d06114adca368fc539d2192a,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,18.199393984578293,67202.71966140177,WETH,3692.580078125,,
707,0xfbab2abde357bed89e9a2aa1fb5f3e2919617849d06114adca368fc539d2192a,0,None,Transfer,1.8199393984578294e+19,67247.1251163534,Ethereum,3695.02001953125,,
714,0xfbfcc2d4c15d11e6e73530fa49e06f0b4810bc2cc1562b288f0c05f4c0ecb924,5,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,Transfer,1000000000.0,999.6079802513123,USDC,0.9996079802513123,0.0,0.0
712,0xfbfcc2d4c15d11e6e73530fa49e06f0b4810bc2cc1562b288f0c05f4c0ecb924,0,0x9e9fbde7c7a83c43913bddc8779158f1368f0413,Mint,1.0,1.02829296875e-14,Pandora,10282.9296875,,
713,0xfbfcc2d4c15d11e6e73530fa49e06f0b4810bc2cc1562b288f0c05f4c0ecb924,0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,Transfer,1000000000.0,999.6079802513123,USDC,0.9996079802513123,,
718,0xfc4054990dfc6415785d866463cd4d9ae32c37932127c16e540805831bba683e,3,0x58cb30368ceb2d194740b144eab4c2da8a917dcb,Transfer,1.9e+23,15072.69948720932,ZynCoin,0.07932999730110168,0.0,0.0
719,0xfc4054990dfc6415785d866463cd4d9ae32c37932127c16e540805831bba683e,3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,3.0958690427951643,11431.744351909338,WETH,3692.580078125,-0.0309185457981922,-114.16920625899729
720,0xfc4054990dfc6415785d866463cd4d9ae32c37932127c16e540805831bba683e,3,None,Transfer,3.095869042795164e+18,11439.29809097518,Ethereum,3695.02001953125,-3.091854579819213e+16,-114.24464569911288
715,0xfc4054990dfc6415785d866463cd4d9ae32c37932127c16e540805831bba683e,0,0x58cb30368ceb2d194740b144eab4c2da8a917dcb,Transfer,1.9e+23,15072.69948720932,ZynCoin,0.07932999730110168,,
716,0xfc4054990dfc6415785d866463cd4d9ae32c37932127c16e540805831bba683e,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,3.1267875885933565,11545.913558168335,WETH,3692.580078125,,
717,0xfc4054990dfc6415785d866463cd4d9ae32c37932127c16e540805831bba683e,0,None,Transfer,3.1267875885933563e+18,11553.542736674293,Ethereum,3695.02001953125,,
