,tx_hash,index,token_contract_address,type,raw_amount,dollar_value,token_name,token_dollar_value,raw_amount_diff,dollar_diff
493,0xb6e603ca5b9c6a09ec11a3b8790ce9c2002c24427b3a3a95a606f28786b405f2,1,0x8c282c35b5e1088bb208991c151182a782637699,Transfer,2.501053806196256e+22,13918.689854986085,Monai,0.5565130114555359,-1.214771924809101e+21,-676.0363821071514
494,0xb6e603ca5b9c6a09ec11a3b8790ce9c2002c24427b3a3a95a606f28786b405f2,1,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,Transfer,27425027512.0,27414.276359606993,USDC,0.9996079802513123,0.0,0.0
495,0xb6e603ca5b9c6a09ec11a3b8790ce9c2002c24427b3a3a95a606f28786b405f2,1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,7.177724905524068,26504.32399239982,WETH,3692.580078125,0.0,0.0
490,0xb6e603ca5b9c6a09ec11a3b8790ce9c2002c24427b3a3a95a606f28786b405f2,0,0x8c282c35b5e1088bb208991c151182a782637699,Transfer,2.622530998677166e+22,14594.726237093237,Monai,0.5565130114555359,,
491,0xb6e603ca5b9c6a09ec11a3b8790ce9c2002c24427b3a3a95a606f28786b405f2,0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,Transfer,27425027512.0,27414.276359606993,USDC,0.9996079802513123,,
492,0xb6e603ca5b9c6a09ec11a3b8790ce9c2002c24427b3a3a95a606f28786b405f2,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,7.177724905524068,26504.32399239982,WETH,3692.580078125,,
499,0xba229eb8f1503171631ebef17f5c860027ce68ac8d2e90ce7fa32684a14ab816,3,0x2bd0fb740e403b505a3146f9ac02df883fd5c3fc,Transfer,8.90322906996146e+29,111.62868434350308,K9,0.00000000012537999805051214,-8.902953510102589e+28,-11.162522937404646
500,0xba229eb8f1503171631ebef17f5c860027ce68ac8d2e90ce7fa32684a14ab816,3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,0.2,738.516015625,WETH,3692.580078125,0.0,0.0
501,0xba229eb8f1503171631ebef17f5c860027ce68ac8d2e90ce7fa32684a14ab816,3,None,Transfer,2e+17,739.00400390625,Ethereum,3695.02001953125,0.0,0.0
496,0xba229eb8f1503171631ebef17f5c860027ce68ac8d2e90ce7fa32684a14ab816,0,0x2bd0fb740e403b505a3146f9ac02df883fd5c3fc,Transfer,9.793524420971719e+29,122.79120728090773,K9,0.00000000012537999805051214,,
497,0xba229eb8f1503171631ebef17f5c860027ce68ac8d2e90ce7fa32684a14ab816,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,0.2,738.516015625,WETH,3692.580078125,,
498,0xba229eb8f1503171631ebef17f5c860027ce68ac8d2e90ce7fa32684a14ab816,0,None,Transfer,2e+17,739.00400390625,Ethereum,3695.02001953125,,
505,0xbc146b7b4823c17530156973135dc4a1ddf5e44bb4130f1f4de4213d178d9dc3,3,0x0c5cb676e38d6973837b9496f6524835208145a2,Transfer,4.545301676512029e+24,2056.5217931977036,KaboChan,0.0004524500109255314,0.0,0.0
506,0xbc146b7b4823c17530156973135dc4a1ddf5e44bb4130f1f4de4213d178d9dc3,3,0x7f3b4b68ca0238f387d8b1a8fbc002d0e6d4cd5b,Transfer,5.260063116833549e+23,4.701538980996885e-21,None,None,-1.5779619025732883e+22,-74.18849395476323
507,0xbc146b7b4823c17530156973135dc4a1ddf5e44bb4130f1f4de4213d178d9dc3,3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,0.6697320373036941,2473.03917862969,WETH,3692.580078125,-0.020463135855196768,-75.56176779486486
502,0xbc146b7b4823c17530156973135dc4a1ddf5e44bb4130f1f4de4213d178d9dc3,0,0x0c5cb676e38d6973837b9496f6524835208145a2,Transfer,4.545301676512029e+24,2056.5217931977036,KaboChan,0.0004524500109255314,,
503,0xbc146b7b4823c17530156973135dc4a1ddf5e44bb4130f1f4de4213d178d9dc3,0,0x7f3b4b68ca0238f387d8b1a8fbc002d0e6d4cd5b,Transfer,5.417859307090878e+23,4.704073697685272e-21,None,None,,
504,0xbc146b7b4823c17530156973135dc4a1ddf5e44bb4130f1f4de4213d178d9dc3,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,0.6901951731588909,2548.600946424555,WETH,3692.580078125,,
511,0xbeca0da9d46bbb2761e8d700d547da5b4f039a11e13b827e305f3977a493dd00,2,0x703f249015718088cc390f1b9d8f681135732507,Transfer,2.010615356645921e+17,1.8549076861363265e-14,None,None,-1.0051865478110208e+16,-186.45282535355025
512,0xbeca0da9d46bbb2761e8d700d547da5b4f039a11e13b827e305f3977a493dd00,2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,1.01,3729.50587890625,WETH,3692.580078125,0.0,0.0
513,0xbeca0da9d46bbb2761e8d700d547da5b4f039a11e13b827e305f3977a493dd00,2,None,Transfer,1.01e+18,3731.9702197265624,Ethereum,3695.02001953125,0.0,0.0
508,0xbeca0da9d46bbb2761e8d700d547da5b4f039a11e13b827e305f3977a493dd00,0,0x703f249015718088cc390f1b9d8f681135732507,Transfer,2.111134011427023e+17,1.766588884798122e-14,None,None,,
509,0xbeca0da9d46bbb2761e8d700d547da5b4f039a11e13b827e305f3977a493dd00,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,1.01,3729.50587890625,WETH,3692.580078125,,
510,0xbeca0da9d46bbb2761e8d700d547da5b4f039a11e13b827e305f3977a493dd00,0,None,Transfer,1.01e+18,3731.9702197265624,Ethereum,3695.02001953125,,
517,0xc2724419e6200a97cb72c006d80ac00b0b62f26f27b7e6c08da42ff6f9846750,3,0xaaee1a9723aadb7afa2810263653a34ba2c21c7a,Transfer,0.0,0.0,Mog Coin,0.0000006283260063355556,0.0,0.0
518,0xc2724419e6200a97cb72c006d80ac00b0b62f26f27b7e6c08da42ff6f9846750,3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,7.471207660315639,27588.03256601642,WETH,3692.580078125,-0.2215538565269224,-818.1053568430798
519,0xc2724419e6200a97cb72c006d80ac00b0b62f26f27b7e6c08da42ff6f9846750,3,None,Transfer,7.471207660315639e+18,27606.261874941516,Ethereum,3695.02001953125,-2.2155385652692275e+17,-818.6459352713355
514,0xc2724419e6200a97cb72c006d80ac00b0b62f26f27b7e6c08da42ff6f9846750,0,0xaaee1a9723aadb7afa2810263653a34ba2c21c7a,Transfer,0.0,0.0,Mog Coin,0.0000006283260063355556,,
515,0xc2724419e6200a97cb72c006d80ac00b0b62f26f27b7e6c08da42ff6f9846750,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,7.692761516842562,28406.1379228595,WETH,3692.580078125,,
516,0xc2724419e6200a97cb72c006d80ac00b0b62f26f27b7e6c08da42ff6f9846750,0,None,Transfer,7.692761516842562e+18,28424.90781021285,Ethereum,3695.02001953125,,
523,0xc28a601d732927a32c5b9faaad082738b6778b556a43b385c40b21e9430c923c,1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Burn,0.010989,40.57776247851562,WETH,3692.580078125,0.0,0.0
524,0xc28a601d732927a32c5b9faaad082738b6778b556a43b385c40b21e9430c923c,1,0xf19308f923582a6f7c465e5ce7a9dc1bec6665b1,Transfer,1.3799985192199142e+28,3602.3067593445494,TitanX,0.00000026103700179191947,-8.53186122011263e+27,-2227.1314726029495
525,0xc28a601d732927a32c5b9faaad082738b6778b556a43b385c40b21e9430c923c,1,None,Transfer,1.0989e+16,40.604574994628905,Ethereum,3695.02001953125,0.0,0.0
520,0xc28a601d732927a32c5b9faaad082738b6778b556a43b385c40b21e9430c923c,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Burn,0.010989,40.57776247851562,WETH,3692.580078125,,
521,0xc28a601d732927a32c5b9faaad082738b6778b556a43b385c40b21e9430c923c,0,0xf19308f923582a6f7c465e5ce7a9dc1bec6665b1,Transfer,2.233184641231177e+28,5829.438231947499,TitanX,0.00000026103700179191947,,
522,0xc28a601d732927a32c5b9faaad082738b6778b556a43b385c40b21e9430c923c,0,None,Transfer,1.0989e+16,40.604574994628905,Ethereum,3695.02001953125,,
529,0xc3a3306f1fc00cb2eecea7a4b92b718e77a088d04540673383853726cfa5577d,3,0x64df3aab3b21cc275bb76c4a581cf8b726478ee0,Transfer,2.0258686762013261e+24,2014.9492806984715,Cramer Coin,0.0009946100180968642,-1.0128645650679285e+22,-10.074052433918723
530,0xc3a3306f1fc00cb2eecea7a4b92b718e77a088d04540673383853726cfa5577d,3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,3.76,13884.10109375,WETH,3692.580078125,0.0,0.0
531,0xc3a3306f1fc00cb2eecea7a4b92b718e77a088d04540673383853726cfa5577d,3,None,Transfer,3.76e+18,13893.2752734375,Ethereum,3695.02001953125,0.0,0.0
526,0xc3a3306f1fc00cb2eecea7a4b92b718e77a088d04540673383853726cfa5577d,0,0x64df3aab3b21cc275bb76c4a581cf8b726478ee0,Transfer,2.0359973218520054e+24,2025.0233331323902,Cramer Coin,0.0009946100180968642,,
527,0xc3a3306f1fc00cb2eecea7a4b92b718e77a088d04540673383853726cfa5577d,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,3.76,13884.10109375,WETH,3692.580078125,,
528,0xc3a3306f1fc00cb2eecea7a4b92b718e77a088d04540673383853726cfa5577d,0,None,Transfer,3.76e+18,13893.2752734375,Ethereum,3695.02001953125,,
535,0xc423a863bd7db7c237a417143ee9a8d0c173e523c5762d565c323593e4078a7a,1,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,Transfer,14000000.0,10036.46,Wrapped Bitcoin,71689,0.0,0.0
536,0xc423a863bd7db7c237a417143ee9a8d0c173e523c5762d565c323593e4078a7a,1,0xa9e8acf069c58aec8825542845fd754e41a9489a,Transfer,8.989124792719424e+21,56631.48790867186,PepeCoin,6.300000190734863,-3.745464256682273e+20,-2359.642553148893
537,0xc423a863bd7db7c237a417143ee9a8d0c173e523c5762d565c323593e4078a7a,1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,2.4248717831823754,8954.033238586682,WETH,3692.580078125,0.0,0.0
532,0xc423a863bd7db7c237a417143ee9a8d0c173e523c5762d565c323593e4078a7a,0,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,Transfer,14000000.0,10036.46,Wrapped Bitcoin,71689,,
533,0xc423a863bd7db7c237a417143ee9a8d0c173e523c5762d565c323593e4078a7a,0,0xa9e8acf069c58aec8825542845fd754e41a9489a,Transfer,9.363671218387651e+21,58991.13046182075,PepeCoin,6.300000190734863,,
534,0xc423a863bd7db7c237a417143ee9a8d0c173e523c5762d565c323593e4078a7a,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,2.4248717831823754,8954.033238586682,WETH,3692.580078125,,
541,0xc48875e34b90fdfa81d40062dee8f790c52b2c6b9a341c58933b9836a3114453,5,0x6123b0049f904d730db3c36a31167d9d4121fa6b,Transfer,6.719495637667426e+22,114231.42904445146,Ribbon Finance,1.7000000476837158,-1.6417906163708645e+20,-279.10441261169035
542,0xc48875e34b90fdfa81d40062dee8f790c52b2c6b9a341c58933b9836a3114453,5,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,Transfer,80012114297.0,79980.74796806132,USDC,0.9996079802513123,0.0,0.0
543,0xc48875e34b90fdfa81d40062dee8f790c52b2c6b9a341c58933b9836a3114453,5,0xdac17f958d2ee523a2206206994597c13d831ec7,Transfer,80000000000.0,80000.0,Tether,1,0.0,0.0
538,0xc48875e34b90fdfa81d40062dee8f790c52b2c6b9a341c58933b9836a3114453,0,0x6123b0049f904d730db3c36a31167d9d4121fa6b,Transfer,6.735913543831135e+22,114510.53345706315,Ribbon Finance,1.7000000476837158,,
539,0xc48875e34b90fdfa81d40062dee8f790c52b2c6b9a341c58933b9836a3114453,0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,Transfer,80012114297.0,79980.74796806132,USDC,0.9996079802513123,,
540,0xc48875e34b90fdfa81d40062dee8f790c52b2c6b9a341c58933b9836a3114453,0,0xdac17f958d2ee523a2206206994597c13d831ec7,Transfer,80000000000.0,80000.0,Tether,1,,
547,0xc4a9c7ec9a8bb74204b693a9bea914dfe2ec53e14bf99f79cb16ce5eeed17519,1,0x40a7df3df8b56147b781353d379cb960120211d7,Transfer,2e+22,24000.000953674316,Moby,1.2000000476837158,0.0,0.0
548,0xc4a9c7ec9a8bb74204b693a9bea914dfe2ec53e14bf99f79cb16ce5eeed17519,1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,8.003010834003435,29551.758370659623,WETH,3692.580078125,-0.1322196515760794,-488.23165134646115
549,0xc4a9c7ec9a8bb74204b693a9bea914dfe2ec53e14bf99f79cb16ce5eeed17519,1,None,Transfer,8.003010834003434e+18,29571.285248168177,Ethereum,3695.02001953125,-1.3221965157608038e+17,-488.5542595490624
544,0xc4a9c7ec9a8bb74204b693a9bea914dfe2ec53e14bf99f79cb16ce5eeed17519,0,0x40a7df3df8b56147b781353d379cb960120211d7,Transfer,2e+22,24000.000953674316,Moby,1.2000000476837158,,
545,0xc4a9c7ec9a8bb74204b693a9bea914dfe2ec53e14bf99f79cb16ce5eeed17519,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,8.135230485579514,30039.990022006084,WETH,3692.580078125,,
546,0xc4a9c7ec9a8bb74204b693a9bea914dfe2ec53e14bf99f79cb16ce5eeed17519,0,None,Transfer,8.135230485579515e+18,30059.83950771724,Ethereum,3695.02001953125,,
553,0xc51ec13c5bca6c63255860077d822f64ebe41513b091c8533785dacdc5bd207e,1,0x58cb30368ceb2d194740b144eab4c2da8a917dcb,Transfer,3.581940931352668e+23,28415.53644169128,ZynCoin,0.07932999730110168,0.0,0.0
554,0xc51ec13c5bca6c63255860077d822f64ebe41513b091c8533785dacdc5bd207e,1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,4.879936946682767,18019.557951826922,WETH,3692.580078125,-0.9759864019268836,-3603.907944276114
555,0xc51ec13c5bca6c63255860077d822f64ebe41513b091c8533785dacdc5bd207e,1,None,Transfer,4.879936946682766e+18,18031.464712043024,Ethereum,3695.02001953125,-9.759864019268844e+17,-3606.289293910111
550,0xc51ec13c5bca6c63255860077d822f64ebe41513b091c8533785dacdc5bd207e,0,0x58cb30368ceb2d194740b144eab4c2da8a917dcb,Transfer,3.581940931352668e+23,28415.53644169128,ZynCoin,0.07932999730110168,,
551,0xc51ec13c5bca6c63255860077d822f64ebe41513b091c8533785dacdc5bd207e,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,5.85592334860965,21623.465896103036,WETH,3692.580078125,,
552,0xc51ec13c5bca6c63255860077d822f64ebe41513b091c8533785dacdc5bd207e,0,None,Transfer,5.855923348609651e+18,21637.754005953135,Ethereum,3695.02001953125,,
560,0xc5401198de14171a0f1370145fe5bb87c49b75f788614b35adccdbc25aa42802,2,0x6b175474e89094c44da98b954eedeac495271d0f,Transfer,7e+22,69931.39863014221,Dai,0.999019980430603,0.0,0.0
561,0xc5401198de14171a0f1370145fe5bb87c49b75f788614b35adccdbc25aa42802,2,0x826180541412d574cf1336d22c0c0a287822678a,Transfer,8.362702217166591e+21,50510.72107267444,Chainflip,6.039999961853027,-2.9340028043899437e+19,-177.21376826591586
562,0xc5401198de14171a0f1370145fe5bb87c49b75f788614b35adccdbc25aa42802,2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,Transfer,69987661148.0,69960.22460266552,USDC,0.9996079802513123,0.0,0.0
563,0xc5401198de14171a0f1370145fe5bb87c49b75f788614b35adccdbc25aa42802,2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,18.212754449825066,67252.05424920649,WETH,3692.580078125,0.0,0.0
556,0xc5401198de14171a0f1370145fe5bb87c49b75f788614b35adccdbc25aa42802,0,0x6b175474e89094c44da98b954eedeac495271d0f,Transfer,7e+22,69931.39863014221,Dai,0.999019980430603,,
557,0xc5401198de14171a0f1370145fe5bb87c49b75f788614b35adccdbc25aa42802,0,0x826180541412d574cf1336d22c0c0a287822678a,Transfer,8.392042245210491e+21,50687.934840940354,Chainflip,6.039999961853027,,
558,0xc5401198de14171a0f1370145fe5bb87c49b75f788614b35adccdbc25aa42802,0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,Transfer,69987661148.0,69960.22460266552,USDC,0.9996079802513123,,
559,0xc5401198de14171a0f1370145fe5bb87c49b75f788614b35adccdbc25aa42802,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,18.212754449825066,67252.05424920649,WETH,3692.580078125,,
567,0xc94ed61493c78e9aef9a4532b5ca584637509fc4a7dec6ac00618cb333fe641b,1,0x122b79cb4e867684e3f58bc370f18f128bbe93b4,Transfer,1.1969660402024776e+16,3.7019396916226964e-14,None,None,-5984795663737050.0,-221.55352613839585
568,0xc94ed61493c78e9aef9a4532b5ca584637509fc4a7dec6ac00618cb333fe641b,1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,0.12,443.109609375,WETH,3692.580078125,0.0,0.0
569,0xc94ed61493c78e9aef9a4532b5ca584637509fc4a7dec6ac00618cb333fe641b,1,None,Transfer,1.2e+17,443.40240234375,Ethereum,3695.02001953125,0.0,0.0
564,0xc94ed61493c78e9aef9a4532b5ca584637509fc4a7dec6ac00618cb333fe641b,0,0x122b79cb4e867684e3f58bc370f18f128bbe93b4,Transfer,1.7954456065761826e+16,2.4679645417940896e-14,None,None,,
565,0xc94ed61493c78e9aef9a4532b5ca584637509fc4a7dec6ac00618cb333fe641b,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,0.12,443.109609375,WETH,3692.580078125,,
566,0xc94ed61493c78e9aef9a4532b5ca584637509fc4a7dec6ac00618cb333fe641b,0,None,Transfer,1.2e+17,443.40240234375,Ethereum,3695.02001953125,,
573,0xc9c10b7c12ed0189f687c8e91d9e6af33ab89a30ae5c76ea33b9795b4469c660,1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,0.3,1107.7740234375,WETH,3692.580078125,0.0,0.0
574,0xc9c10b7c12ed0189f687c8e91d9e6af33ab89a30ae5c76ea33b9795b4469c660,1,0xf83a3233e78c7e1c6bdd0a5fea0b1f00c00e7623,Transfer,226335376240955.0,4.894391861474505e-12,None,None,-9288461795679620.0,-45461.3718183912
575,0xc9c10b7c12ed0189f687c8e91d9e6af33ab89a30ae5c76ea33b9795b4469c660,1,None,Transfer,3e+17,1108.506005859375,Ethereum,3695.02001953125,0.0,0.0
570,0xc9c10b7c12ed0189f687c8e91d9e6af33ab89a30ae5c76ea33b9795b4469c660,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,0.3,1107.7740234375,WETH,3692.580078125,,
571,0xc9c10b7c12ed0189f687c8e91d9e6af33ab89a30ae5c76ea33b9795b4469c660,0,0xf83a3233e78c7e1c6bdd0a5fea0b1f00c00e7623,Transfer,9514797171920576.0,1.1642644645192098e-13,None,None,,
572,0xc9c10b7c12ed0189f687c8e91d9e6af33ab89a30ae5c76ea33b9795b4469c660,0,None,Transfer,3e+17,1108.506005859375,Ethereum,3695.02001953125,,
579,0xcab186aad1f48ef37a567f25832ce676ba5900fe5c853e2800c94f81a734363d,3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,5.0,18462.900390625,WETH,3692.580078125,0.0,0.0
580,0xcab186aad1f48ef37a567f25832ce676ba5900fe5c853e2800c94f81a734363d,3,0xf017d3690346eb8234b85f74cee5e15821fee1f4,Transfer,2.7191967037482724e+27,11475.009918643133,GEKKO,0.000004219999937049579,-8.213598075353138e+24,-34.661383360939
581,0xcab186aad1f48ef37a567f25832ce676ba5900fe5c853e2800c94f81a734363d,3,None,Transfer,5e+18,18475.10009765625,Ethereum,3695.02001953125,0.0,0.0
576,0xcab186aad1f48ef37a567f25832ce676ba5900fe5c853e2800c94f81a734363d,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,5.0,18462.900390625,WETH,3692.580078125,,
577,0xcab186aad1f48ef37a567f25832ce676ba5900fe5c853e2800c94f81a734363d,0,0xf017d3690346eb8234b85f74cee5e15821fee1f4,Transfer,2.7274103018236255e+27,11509.671302004072,GEKKO,0.000004219999937049579,,
578,0xcab186aad1f48ef37a567f25832ce676ba5900fe5c853e2800c94f81a734363d,0,None,Transfer,5e+18,18475.10009765625,Ethereum,3695.02001953125,,
585,0xcbd360b8c07f1d4f28d10618633ab5432d9feee143fe2b5b8aa1564503f2f826,8,0xaea46a60368a7bd060eec7df8cba43b7ef41ad85,Transfer,7.920100035668483e+21,22255.48064703668,Fetch.ai,2.809999942779541,1.4048871436133597e+19,39.477327931654145
586,0xcbd360b8c07f1d4f28d10618633ab5432d9feee143fe2b5b8aa1564503f2f826,8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,4.0,14770.3203125,WETH,3692.580078125,0.0,0.0
587,0xcbd360b8c07f1d4f28d10618633ab5432d9feee143fe2b5b8aa1564503f2f826,8,None,Transfer,4e+18,14780.080078125,Ethereum,3695.02001953125,0.0,0.0
582,0xcbd360b8c07f1d4f28d10618633ab5432d9feee143fe2b5b8aa1564503f2f826,0,0xaea46a60368a7bd060eec7df8cba43b7ef41ad85,Transfer,7.90605116423235e+21,22216.003319105024,Fetch.ai,2.809999942779541,,
583,0xcbd360b8c07f1d4f28d10618633ab5432d9feee143fe2b5b8aa1564503f2f826,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,4.0,14770.3203125,WETH,3692.580078125,,
584,0xcbd360b8c07f1d4f28d10618633ab5432d9feee143fe2b5b8aa1564503f2f826,0,None,Transfer,4e+18,14780.080078125,Ethereum,3695.02001953125,,
590,0xcc8cb0844a682bcb5b4e068b720bf5d7fb3e93bec90a1fa96f69469a65cc45d5,1,0x9fdfb933ee990955d3219d4f892fd1f786b47c9b,Transfer,1.3e+22,1232.0879623293877,Meme Kombat,0.09477599710226059,0.0,0.0
591,0xcc8cb0844a682bcb5b4e068b720bf5d7fb3e93bec90a1fa96f69469a65cc45d5,1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,1.805723145261066,6667.777312800228,WETH,3692.580078125,-0.02708583378410756,-100.01661023059933
588,0xcc8cb0844a682bcb5b4e068b720bf5d7fb3e93bec90a1fa96f69469a65cc45d5,0,0x9fdfb933ee990955d3219d4f892fd1f786b47c9b,Transfer,1.3e+22,1232.0879623293877,Meme Kombat,0.09477599710226059,,
589,0xcc8cb0844a682bcb5b4e068b720bf5d7fb3e93bec90a1fa96f69469a65cc45d5,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,1.8328089790451736,6767.7939230308275,WETH,3692.580078125,,
595,0xd05139eff228f2dbace3317e0b57cb5fc55640d9350155126ad7d1835a86e498,13,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,6.865430591019545,25351.15222814872,WETH,3692.580078125,-0.04726240865359621,-174.52022863847014
596,0xd05139eff228f2dbace3317e0b57cb5fc55640d9350155126ad7d1835a86e498,13,0xf017d3690346eb8234b85f74cee5e15821fee1f4,Transfer,3.7893856499419806e+27,15991.207204211736,GEKKO,0.000004219999937049579,0.0,0.0
597,0xd05139eff228f2dbace3317e0b57cb5fc55640d9350155126ad7d1835a86e498,13,None,Transfer,6.865430591019546e+18,25367.903476519485,Ethereum,3695.02001953125,-4.726240865359565e+16,-174.63554614629902
592,0xd05139eff228f2dbace3317e0b57cb5fc55640d9350155126ad7d1835a86e498,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,6.912692999673141,25525.67245678719,WETH,3692.580078125,,
593,0xd05139eff228f2dbace3317e0b57cb5fc55640d9350155126ad7d1835a86e498,0,0xf017d3690346eb8234b85f74cee5e15821fee1f4,Transfer,3.7893856499419806e+27,15991.207204211736,GEKKO,0.000004219999937049579,,
594,0xd05139eff228f2dbace3317e0b57cb5fc55640d9350155126ad7d1835a86e498,0,None,Transfer,6.912692999673141e+18,25542.539022665784,Ethereum,3695.02001953125,,
601,0xd72397c81ce96e7fd84e12824d0c76c32b21870fdff16a211331771051fd495e,1,0xb23d80f5fefcddaa212212f028021b41ded428cf,Transfer,5.141607752318767e+21,133167.63882368838,Echelon Prime,25.899999618530273,-2.570801877191806e+19,-665.8376763858541
602,0xd72397c81ce96e7fd84e12824d0c76c32b21870fdff16a211331771051fd495e,1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,20.0,73851.6015625,WETH,3692.580078125,0.0,0.0
603,0xd72397c81ce96e7fd84e12824d0c76c32b21870fdff16a211331771051fd495e,1,None,Transfer,2e+19,73900.400390625,Ethereum,3695.02001953125,0.0,0.0
598,0xd72397c81ce96e7fd84e12824d0c76c32b21870fdff16a211331771051fd495e,0,0xb23d80f5fefcddaa212212f028021b41ded428cf,Transfer,5.167315771090685e+21,133833.47650007423,Echelon Prime,25.899999618530273,,
599,0xd72397c81ce96e7fd84e12824d0c76c32b21870fdff16a211331771051fd495e,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,20.0,73851.6015625,WETH,3692.580078125,,
600,0xd72397c81ce96e7fd84e12824d0c76c32b21870fdff16a211331771051fd495e,0,None,Transfer,2e+19,73900.400390625,Ethereum,3695.02001953125,,
607,0xda681528abf230a36b86e81e456629090dfc15dab234a83208dee0e1cafa1832,2,0x8c282c35b5e1088bb208991c151182a782637699,Transfer,1.0436280111838043e+22,5807.925673432506,Monai,0.5565130114555359,-5.2175292630703276e+20,-290.3622922548657
608,0xda681528abf230a36b86e81e456629090dfc15dab234a83208dee0e1cafa1832,2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,3.0,11077.740234375,WETH,3692.580078125,0.0,0.0
609,0xda681528abf230a36b86e81e456629090dfc15dab234a83208dee0e1cafa1832,2,None,Transfer,3e+18,11085.06005859375,Ethereum,3695.02001953125,0.0,0.0
604,0xda681528abf230a36b86e81e456629090dfc15dab234a83208dee0e1cafa1832,0,0x8c282c35b5e1088bb208991c151182a782637699,Transfer,1.0958033038145076e+22,6098.287965687372,Monai,0.5565130114555359,,
605,0xda681528abf230a36b86e81e456629090dfc15dab234a83208dee0e1cafa1832,0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Mint,3.0,11077.740234375,WETH,3692.580078125,,
606,0xda681528abf230a36b86e81e456629090dfc15dab234a83208dee0e1cafa1832,0,None,Transfer,3e+18,11085.06005859375,Ethereum,3695.02001953125,,
613,0xe24459eed0cdcf16f873cc39eb486613facefa651266654db79f466c482e6c5d,2,0x8c282c35b5e1088bb208991c151182a782637699,Transfer,1.745401743991224e+22,9713.387807483005,Monai,0.5565130114555359,0.0,0.0
614,0xe24459eed0cdcf16f873cc39eb486613facefa651266654db79f466c482e6c5d,2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Transfer,4.612283158739798,17031.224906634026,WETH,3692.580078125,-0.14004061959827663,-517.1112020568762
615,0xe24459eed0cdcf16f873cc39eb486613facefa651266654db79f466c482e6c5d,2,None,Transfer,4.612283158739798e+18,17042.478607290384,Ethereum,3695.02001953125,-1.400406195982766e+17,-517.4528929631924
