,tx_hash,sender,delta_eth,delta_dollar,token_name_A,token_contract_address_A,delta_token_A,token_name_B,token_contract_address_B,delta_token_B
61,0x816e0bb7b2571ffa86236ffda543c6a1229f32a55595e60f4791f59c9788931b,0xe47ac0b95799912bf7d594199e7ceff2b27cface,-0.09750653569023272,-313.6824293857553,0x68b21273d95b73a8f90b0eb365814f21af837524,0x68b21273d95b73a8f90b0eb365814f21af837524,-1.6365839486659624e+21,Ethereum,Ethereum,-0.0974244675474044
62,0x8370a59561ea56f5ff89ff477aae91a7254a5ac2f10646d9b8b060e6446d6cab,0x0d94d5b0182dfadd42d3c7117410ed002e9ffb0b,-0.023155047166028453,-74.4907138394942,Azure Wallet,0x1f769203d2abcb78f5a77dd15c0078c50fb13287,,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,-0.023155047166028453
63,0x8676022d5f5e9462eab01189029f8d6e50bc439184ee77686e6bf2fc136b8d84,0xf16b4b87e6f214b60abc8e52e207c5009e14d019,-0.9243916463103565,-2973.804937955318,Ribbon Finance,0x6123b0049f904d730db3c36a31167d9d4121fa6b,-2.468382399777372e+21,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,-2973.8256766526188
64,0x8772bf5e30be9714635ee113b4850014e6af0d06276939f4d5f2d20b293e9874,0x27918946f3142de2f473f9c44192061c4ebc261e,-0.1815859706567013,-584.1693381346363,DODO,0x747e550a7b848ace786c3cfe754aa78febc8a022,,Ethereum,Ethereum,-0.18143313553370177
65,0x903a4c8daeb5e35e65d2eb4bd3d78cdcbcd41c564649572ab7f34c0b39956807,0x31c12545c3a565a1e191e986c5cb24d0dcba07d5,-0.1266564125707173,-407.4587504440165,Ethereum,Ethereum,-0.12654980990574316,Osaka Protocol,0xa21af1050f7b26e0cff45ee51548254c41ed6b5c,
66,0x9546d9b0801946123d6b9c672266d667b1972951f36f92f89af239148e91c231,0x2c9d870d4436c028f816f172e6e3936a9a3717de,-0.015826575479873983,-50.9147269999994,Ribbon Finance,0x6123b0049f904d730db3c36a31167d9d4121fa6b,,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,-50.9147269999994
67,0x95912a257124cc1c9d4eefd601530480e5d6dcec0fc1a65d133a996f6f9e0b4b,0x725ef823a0c7ea654561e13796a9d81a9aa8398a,-0.11434719695202512,-367.8595109492303,Ethereum,Ethereum,-0.11425095456145051,GEKKO,0xf017d3690346eb8234b85f74cee5e15821fee1f4,
68,0x98b048c9f10d1d12fe0adaa9e80aca7e11fd1424bb56c0f9b5060af2fba2ee5d,0x34c5fc224a350f8be26f84214d22cd52e98a9b8d,-0.021726578954196208,-69.89527440750186,Ethereum,Ethereum,-0.021708292385278938,Monai,0x8c282c35b5e1088bb208991c151182a782637699,
70,0x9e38fccfcdf24f7859abee44dc4f0e85922c8bb86d5b661ae97306398060d34b,0x0ac709f0aa895df869e75944a15cb845fcc12120,-0.05271928182580515,-169.60004046423515,Ethereum,Ethereum,-0.05267490968684996,Ribbon Finance,0x6123b0049f904d730db3c36a31167d9d4121fa6b,
71,0x9fd617231e8358ae2e8fe11755245274147a2220a927f38e4078e83cbe1ad2a8,0x1518c211f611114decd1842894e08b803afcd27b,-0.027974468742275053,-89.99498601540122,Ethereum,Ethereum,-0.027950923523690108,GEKKO,0xf017d3690346eb8234b85f74cee5e15821fee1f4,
72,0xa0737602dd3d70300cb9d1d60fcf72bd366d69199f10b7c8d7e1ba1f410ee5c1,0x0ac709f0aa895df869e75944a15cb845fcc12120,-0.07626410487160878,-245.34467891522692,Ethereum,Ethereum,-0.07619991580564545,Ribbon Finance,0x6123b0049f904d730db3c36a31167d9d4121fa6b,
73,0xa2a6afd39185a048696472b805431112e6f9ddf72225098b7533b1d4aa9a40eb,0x3a104f201896cdc4b6a825daa0a630dcd6a19ad7,-0.03196154516861167,-102.82157051772835,Ethereum,Ethereum,-0.03193464415489661,LFG,0x40a9a694197a0b4b92f2aad48da6bc1b6ff194e9,
74,0xa919ed90851b57afb9b606abb37e457f9edf9b683d6f094ef34cd4ec902e0e30,0xd65c6be6cf3fb398fa5ecc5423002b0d8afd95a2,-0.16670489708764558,-536.2963286387494,0x3635fbbabc7c4fb3f84d4317351a357cbdb16bfe,0x3635fbbabc7c4fb3f84d4317351a357cbdb16bfe,-1.4860965551882232e+16,Ethereum,Ethereum,-0.1665645868898981
75,0xa9a1533c37d53d461be2821ca53bf04a4269038095757bad2da65b348afd9f16,0xf299dc09ec306e9ed207cdc1296ac6d0d9c5dc7c,-0.09995068847724813,-321.5453667631701,Ethereum,Ethereum,-0.0998665631689324,SANSHU!,0x0026dfbd8dbb6f8d0c88303cc1b1596409fda542,-3.6496068315949237e+22
76,0xa9cac434cc4d62747c4587954506c3b9c0bb7645418755db9bc7840dc52b1288,0x725ef823a0c7ea654561e13796a9d81a9aa8398a,-0.8757369211200053,-2817.2807389283753,Ethereum,Ethereum,-0.8749998412697804,Monai,0x8c282c35b5e1088bb208991c151182a782637699,-3.308119804772568e+21
77,0xaf41b2b05c808213faad380a847a14442392bc72691ba22b315b587675dba3fc,0x34c5fc224a350f8be26f84214d22cd52e98a9b8d,-0.02019506725789758,-64.96833996021664,Ethereum,Ethereum,-0.020178069713554358,Hemule,0xeaa63125dd63f10874f99cdbbb18410e7fc79dd3,-1.7698940510101318e+21
78,0xb036b2d5b9bbe29ca45e8c4b53c9e88f95d4d4a195c90181fd92e0939fcb7072,0xf16b4b87e6f214b60abc8e52e207c5009e14d019,-5.310131527590518,-17082.905736946814,Ribbon Finance,0x6123b0049f904d730db3c36a31167d9d4121fa6b,-1.3165517750008875e+22,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,-17083.024869579414
79,0xb247af3330e82bbcddc739a4b0353a65b6904ed46d441becda83ef8b46fe0606,0xc270b3a8428b222905c2564b0118fb4a0e10bb81,-0.12378572713344597,-398.223640452761,Ethereum,Ethereum,-0.12368154063289417,The Balkan Dwarf,0x8c7ac134ed985367eadc6f727d79e8295e11435c,-3.303678521154919e+24
80,0xb281794f9c689ff7eeb171cca2a818cadc010d8570a99f777e776fe827f917cb,0x725ef823a0c7ea654561e13796a9d81a9aa8398a,-0.04302983249721815,-138.42869401770352,Ethereum,Ethereum,-0.04299361565888765,GEKKO,0xf017d3690346eb8234b85f74cee5e15821fee1f4,-2.3662669590962745e+25
81,0xb6e603ca5b9c6a09ec11a3b8790ce9c2002c24427b3a3a95a606f28786b405f2,0x7485e2b0d848cf56ebb3131303e0a0462054d607,-0.39487962140777866,-1270.3435526786654,Monai,0x8c282c35b5e1088bb208991c151182a782637699,-1.214771924809101e+21,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,-1270.3435526786654
82,0xba229eb8f1503171631ebef17f5c860027ce68ac8d2e90ce7fa32684a14ab816,0x9daba17ec5765ba14a4bc75b28b7fa7492af5cd8,-0.018196622117772527,-58.53926192856448,Ethereum,Ethereum,-0.018181306600998363,K9,0x2bd0fb740e403b505a3146f9ac02df883fd5c3fc,-8.902953510102589e+28
83,0xbc146b7b4823c17530156973135dc4a1ddf5e44bb4130f1f4de4213d178d9dc3,0x9af0c21b8cecf84dad025b2fb47f54446df5d5f6,0.0,0.0,0x7f3b4b68ca0238f387d8b1a8fbc002d0e6d4cd5b,0x7f3b4b68ca0238f387d8b1a8fbc002d0e6d4cd5b,-1.5779619025732883e+22,KaboChan,0x0c5cb676e38d6973837b9496f6524835208145a2,
84,0xbeca0da9d46bbb2761e8d700d547da5b4f039a11e13b827e305f3977a493dd00,0x31c12545c3a565a1e191e986c5cb24d0dcba07d5,-0.0481302286545783,-154.83687267101163,0x703f249015718088cc390f1b9d8f681135732507,0x703f249015718088cc390f1b9d8f681135732507,-1.0051865478110208e+16,Ethereum,Ethereum,-0.0480897189753899
85,0xc2724419e6200a97cb72c006d80ac00b0b62f26f27b7e6c08da42ff6f9846750,0xe42b0fe568e7eb591bdf50351fe06b40230b6eba,-0.22174048842750496,-713.3480295525584,Ethereum,Ethereum,-0.2215538565269224,Mog Coin,0xaaee1a9723aadb7afa2810263653a34ba2c21c7a,
87,0xc3a3306f1fc00cb2eecea7a4b92b718e77a088d04540673383853726cfa5577d,0x6f0eebe333db10b0da8a983066454272241ca171,-0.018720942351741574,-60.22602111453352,Cramer Coin,0x64df3aab3b21cc275bb76c4a581cf8b726478ee0,-1.0128645650679285e+22,Ethereum,Ethereum,-0.018705185531340485
88,0xc423a863bd7db7c237a417143ee9a8d0c173e523c5762d565c323593e4078a7a,0x0084425f6b16fc5af92efa240886c27fd8d5a84d,-0.11577934211546832,-372.4667792817768,PepeCoin,0xa9e8acf069c58aec8825542845fd754e41a9489a,-3.745464256682273e+20,Wrapped Bitcoin,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,-0.005599993674551612
89,0xc48875e34b90fdfa81d40062dee8f790c52b2c6b9a341c58933b9836a3114453,0xa69db1db6585972d0366be55bc3e2b03203e32db,-0.06061104293847383,-194.98815194240672,Ribbon Finance,0x6123b0049f904d730db3c36a31167d9d4121fa6b,-1.6417906163708645e+20,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,-194.9895117492349
90,0xc4a9c7ec9a8bb74204b693a9bea914dfe2ec53e14bf99f79cb16ce5eeed17519,0x5b1269000061c662aec723e45a58157366009fb3,-0.13233103038597616,-425.7142231620816,Ethereum,Ethereum,-0.1322196515760794,Moby,0x40a7df3df8b56147b781353d379cb960120211d7,
91,0xc51ec13c5bca6c63255860077d822f64ebe41513b091c8533785dacdc5bd207e,0x48e1d8dae86abfe39b0b3a853d82400793327d7c,-0.9768085505456877,-3142.4322176040832,Ethereum,Ethereum,-0.9759864019268836,ZynCoin,0x58cb30368ceb2d194740b144eab4c2da8a917dcb,
92,0xc5401198de14171a0f1370145fe5bb87c49b75f788614b35adccdbc25aa42802,0xa20442124a3ebb4cc81468fa7ed9e4c4643fd4e6,-0.07603541671218723,-244.60897994990827,Chainflip,0x826180541412d574cf1336d22c0c0a287822678a,-2.9340028043899437e+19,Dai,0x6b175474e89094c44da98b954eedeac495271d0f,-244.73208106704985
93,0xc94ed61493c78e9aef9a4532b5ca584637509fc4a7dec6ac00618cb333fe641b,0x749b6f0c1d3e750cba6d672b77165ea6e1e16b27,-0.040033541066975147,-128.78950451791192,0x122b79cb4e867684e3f58bc370f18f128bbe93b4,0x122b79cb4e867684e3f58bc370f18f128bbe93b4,-5984795663737050.0,Ethereum,Ethereum,-0.039999846111627275
94,0xc9c10b7c12ed0189f687c8e91d9e6af33ab89a30ae5c76ea33b9795b4469c660,0xdd3d41d3817abe28519f4f5c0890e9c0f0cfe69b,-0.293110384239802,-942.9478419644371,0xf83a3233e78c7e1c6bdd0a5fea0b1f00c00e7623,0xf83a3233e78c7e1c6bdd0a5fea0b1f00c00e7623,-9288461795679620.0,Ethereum,Ethereum,-0.2928636825730063
95,0xcab186aad1f48ef37a567f25832ce676ba5900fe5c853e2800c94f81a734363d,0x1518c211f611114decd1842894e08b803afcd27b,-0.015070187673972559,-48.481397143355885,Ethereum,Ethereum,-0.015057503577406905,GEKKO,0xf017d3690346eb8234b85f74cee5e15821fee1f4,-8.213598075353138e+24
96,0xcbd360b8c07f1d4f28d10618633ab5432d9feee143fe2b5b8aa1564503f2f826,0xc31300642c30c9df6201612db1a104dd41e5868d,0.007113895719606897,22.885687363690725,Ethereum,Ethereum,0.007107908180352737,Fetch.ai,0xaea46a60368a7bd060eec7df8cba43b7ef41ad85,1.4048871436133597e+19
